,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
55389,1553742506476_N01,news,yahoo股市,最新財經新聞,2019-03-28 10:50:00,【台股盤中】利空疑雲多 量縮小跌,中央社 中央社,（中央社記者韋樞台北2019年3月28日電）台股正值季底公布財報旺季，但金融股去年第4季帳面上有高額未實現損失待補，造成殺盤重心，同時美國和台灣經濟數據不佳。法人表示，近期不易有正面訊息，台股今天量縮小跌。<BR>截至10時30分，台股下跌15.45點，約10527.25點，成交值新台幣408.94億元。<BR>台股正值季底公布去年財報旺季，接下來將公布首季財報，由於第1季有春節因素，產銷較其他季節差，同時各大經濟機構認為今年經濟景氣不如去年，法人預期難有正面訊息，且對第2季釋出保守看法。<BR>台股今天持續量縮小跌，金融股中的保險公司由於去年第4季有數百億元的未實現損失，依規定要先填補損失或提列準備，造成一些保險業者今年無法配發股利；再加上金管會主委顧立雄提出保險業應少發現金股利，多發股票股利，以厚實資本的說法，市場認為影響退休族和存股族，27日保險類股票普遍下跌，今天仍走跌，僅中壽 (2823) 和第一保 (2852) 翻紅。<BR>此外，大同集團財報連環爆，大同 (2371) 母公司去年受子公司華映 (2475) 和綠能 (3519) 拖累，稅後虧損332.93億元，今天集團中的綠能、華映、尚志 (3579) 跌停，其餘跌幅不一。<BR>統一證券表示，台股指數再度回檔，外資持續站在賣方。考量美中貿易戰雙方協商進入深水區，部分議題歧見仍深，進度恐持續延宕，不確定性升高，盤勢缺乏攻擊動能；加上近期美國和台灣的經濟數據不佳，美國3年與10年期公債殖利率出現倒掛、美國聯準會3月21日暗示擔憂美國景氣成長放緩，美股難有表現，擔憂景氣疑慮升高。<BR>統一證券指出，目前時序進入第1季底，陸續將有重要大廠公布財報及召開法說會，預期難有正面訊息，且將釋出對第2季保守看法，應提防拉回風險。（編輯：郭萍英）,https://tw.stock.yahoo.com/news/台股盤中-利空疑雲多-量縮小跌-025020547.html
55424,1553746082426_N01,news,yahoo股市,重大要聞,2019-03-28 11:31:00,台股盤中－電金熄火 汽車股搭救 指數小跌力守10500點,鉅亨網 鉅亨網記者陳蕙綾台北,美股小幅收跌，台股今 (28) 日也走弱，開盤下跌 13.68 點，以 10529.02 點開出，電子三王領跌電子股，金融股也續弱，加權指數最低一度摔破 10500 點，不過多頭有力守整數關卡企圖心，指數在平盤下震盪整理，今天盤面上最火熱焦點落在汽車類股上，整體預估量能縮至不到千億元。<BR> 華映淨值轉負，最快 5 月下市，今日股價以跌停 0.45 元開出後鎖死，小股東擔心股票變壁紙，盤中超過 21 萬張排隊賣單高掛；拖累綠能、尚志同步亮燈跌停，綠能已連續拉出六根跌停板。<BR> 而大同集團受本業不佳與業外轉投資事業鉅額虧損拖累，去年稅後大虧 323.93 億元，為成立百年以來最慘，每股虧損 4.75 元，大同也大跌超過半根停板。<BR> 電子三王熄火，大立光小跌至 4615 元止步，5 日線明顯有撐；台積電最低跌到 240 元，在平盤下微幅震盪；鴻海雖然小跌不到 1%，但在昨日跌破 5 日線、10 日線後，今天盤中一度又跌破月線。<BR> 金融股今天續弱，國泰金為弱勢指標，跌逾 1%，回測 3 月初的前波低點；元大金、新光金也都跌超過 1%，今天下午將召開法說會的新光金表現低迷，跌到今年 1 月底的前波低點。<BR> 不過，中華車減資六成，退還股東 83.04 億元現金，股利加上現金減資返還殖利率高達 27%，股東大受惠，今天一堆人搶著當中華車股東，中華車股價跳空漲停，委買張數超過 33 萬張；也帶動母公司裕隆跟進漲約 6%，裕日車、廣華 - KY、三陽都搭上多頭列車，汽車類股漲幅馬力十足，類股漲逾 1.2%。<BR> 今年以來，台股自低檔區持續拉升，陸續收復各均線，然而反彈至今逾 1300 點，漲勢已高，面對 10500 點以上、歷時約一年的平台整理區壓力，加上上檔還有 10660 點至 10700 點沉重賣壓，已見追價趨於謹慎，所幸在充沛的資金作後盾下，逢低仍見低接買盤，不讓盤勢快速轉弱的意圖頗為明顯，預期短線盤整後還有續攻機會。,https://tw.stock.yahoo.com/news/台股盤中-電金熄火-汽車股搭救-指數小跌力守10500點-033127499.html
55524,1553753334042_N01,news,yahoo股市,最新財經新聞,2019-03-28 13:48:00,【台北股市】跌6.44點,中央社 中央社,（中央社台北2019年3月28日電）台北股市今天開低震盪整理，收盤跌6.44點，為10536.26點，跌幅0.06%，成交金額新台幣886.79億元。<BR>加權指數開盤為10529.02點，盤中最高10536.26點，最低10499.29點；不含金融股指數8880.73點，跌4.98點。<BR>八大類股漲跌幅：泥窯股漲1.17%、食品股跌0.13%、塑化股跌0.06%、紡織股漲0.46%、機電股跌0.16%、造紙股跌0.47%、營建股漲0.41%、金融股跌0.09%。<BR>委買張數1078萬1612張，委賣張數690萬8166張，成交張數373萬2930張。<BR>收盤時上漲327家，下跌488家，持平124家。<BR>成交量前5名個股為富邦VIX、元大滬深300正2、中環、新光金、誠美材。<BR>漲幅前5名個股為中和、東華、波力-KY、盛達、嘉裕。<BR>跌幅前5名個股為華映、綠能、尚志、達能、誠美材。1080328,https://tw.stock.yahoo.com/news/台北股市-跌6-44點-054825617.html
55604,1553755948273_N01,news,yahoo股市,重大要聞,2019-03-28 14:27:00,【台股盤後】持續量縮小跌 法人:留意美股影響,中央社 中央社,（中央社記者韋樞台北2019年3月28日電）台股今天持續量縮震盪，由於清明長假將屆，國際股市變化多，投資人有獲利賣壓情形。法人表示，台股電子、金融疲弱，應注意美股回檔多寡，台股不排除回測10300點至萬點。<BR>台股收盤下跌6.44點，收在10536.26點，成交值新台幣886.79億元。<BR>台股正值季底公布去年財報及配發股利旺季，接下來將公布首季財報，首季向來是產業界淡季，營運成績不會太亮麗，不易有正面訊息，而台股22日衝上10667點波段高點後，大波段上漲1300點，本週處於獲利賣壓調節狀態，指數呈量縮小幅回檔。<BR>台股今天持續量縮小跌，金融股中的保險公司由於去年第4季有數百億元的未實現損失必須先填補損失或提列準備金，造成部分保險業者今年無法配發股利；金管會主委顧立雄提出保險業應少發現金股利，多發股票股利，以厚實資本的說法，市場認為影響退休族和存股族，今天保險類股票仍走跌，僅中壽 (2823) 維持盤上，收25.85元，小漲1.17%，第一保 (2852) 紅翻黑，終場下跌0.05元，收在14.35元。<BR>大同集團財報連環爆，大同 (2371) 母公司去年受子公司華映 (2475) 和綠能 (3519) 拖累，稅後虧損332.93億元，今天集團中的綠能、華映、尚志 (3579) 從開盤跌停到收盤，大同盤中一度翻回平盤24.85元，收在24.75元；精英 (2331) 開高後翻黑收在12.1元，小跌0.82%。<BR>電池模組大廠新普 (6121) 去年每股稅後盈餘(EPS)17.35元，每股配息11.5元，今天股價開高走高，盤中達266元的7年半新高，收在260元。<BR>中華車 (2204) 每股配發現金股利1.7元，加上現金減資60%，每股退還給股東6元，股東每千股可領到7700元現金，今天股價開盤跳空漲停26.7元到收盤，成交量僅3300餘張，創下去年8月以來新高，終場委買張數高達25萬餘張。<BR>股市資深分析師林成蔭表示，目前股市基本大方向不變，也就是產業基本面不佳，股市行情是由資金面帶著信心面往上衝，但現在出現美國債券倒掛的情形，若持續下去，代表美股可能一年內衰退的機率很大，操作上需謹慎。<BR>林成蔭分析，台股電子股3月的營運表現不算好，加上3、4月本就是淡季，指數不易上攻；金融股除了保險公司去年第4季有數百億元的未實現損失要填補損失或提列準備金，以致今年發不出現金股利；更重要的是金融業面對Fintech和網路銀行、電子支付的衝擊下，如何因應值得關注。<BR>林成蔭認為，美股和台股均面臨一些利空因素，未來要觀察美股回檔幅度大小，若回檔幅度不大，台股可望在10300點附近強勢整理，若美股回檔幅度大，台股恐跟著回檔，估計將回測萬點大關。（編輯：郭萍英）,https://tw.stock.yahoo.com/news/台股盤後-持續量縮小跌-法人-留意美股影響-062732364.html
55686,1553759645064_N01,news,yahoo股市,重大要聞,2019-03-28 15:20:00,【Y晚報】台股量縮小跌 權值股無力撐盤,Yahoo奇摩股市,"（開盤日15:30出刊）據紐約債市昨(27)日尾盤報價，美國10年期公債殖利率走低至2.374%，目前殖利率曲線倒掛現象持續，市場對經濟衰退的疑慮揮之不去，昨(27)日美股走勢震盪，四大指數收盤全數收黑，跌幅介在0.13%~1.45%之間。族群表現方面，金融類股走勢疲軟，另德國晶片廠英飛凌(Infineon Technologies)下修財測數字，營收成長目標自9%調整至5%，拖累半導體類股士氣。整體而言，中美貿易協議最終結果遲遲未能出爐，加上近日殖利率曲線倒掛，總經消息面紛雜，市場不確定性仍高，民間企業擴廠投資態度恐趨於觀望。<BR> 今(28)日台股呈現區間震盪格局，多方買氣相對保守，成交量萎縮至不足千億元，但最後指數仍守穩10,500整數大關未破。族群表現方面，今汽車類股漲勢領先，中華(2204)以跳空姿態強攻至漲停板，裕隆(2201)則出現5.57%的漲幅，裕日車(2227)收漲1.4%，目前站在所有均線之上。另外，水泥類股表現穩健，台泥(1101)、亞泥(1102)漲幅皆達1%以上。然今日光電類股回檔較明顯，玉晶光(3406)午盤後跌勢加速，終場下跌2.38%，亞光(3019)則修正1.33%。整體而言，大盤今(28)日膠著於10日均線附近狹幅整理，多空雙方皆未明顯表態，終場加權指數小跌6點，跌幅為0.06%，以10,536點作收，成交量為886億元。<BR> 金管會主委顧立雄於3/25表示，希望金融機構厚實資本，能少發現金股利，以因應未來市場變化。近日金融指數表現疲軟，目前處在月線、年線之下，其中又以保險類股跌幅較顯著。國內法人指出，美國聯準會已暗示2019年將暫停升息，預期未來海外殖利率下降，未來壽險公司新資金投資海外，報酬率恐怕受到壓抑，另外去(2018)年Q4市場波動劇烈，帳上出現未實現損失，由於諸多不確定因素，使壽險公司對股利政策採保守態度，其中中壽(2823)董事會已決議，今(2019)年不配發任何股利。雖壽險業面臨挑戰，但國內法人對兆豐金(2886)、第一金(2892)、台新金(2887)等以銀行業為主體之金控，看法仍正向。<BR> 中華(2204)經董事會通過，公司擬減資83.04億元，因此每股可退還6元現金，再加計現金股息1.7元，股東每持有一張中華(2204)股票，今年底之前將可領得7700元現金。此消息一出，造成今(28)日眾人搶買中華(2204)，早盤強攻至漲停價26.7元後，全日未曾打開過。從業績表現觀察，中華(2204)目前累計營收較去年同期衰退18.49%，國內法人指出，在進口車強勢進攻市場下，國產車銷售面臨挑戰，中華(2204)雖營運仍屬平穩，但恐怕較難有令人驚艷的成長力道。<BR> 工具機指標廠上銀(2049)2018Q4財報出爐，Q4毛利率、營業利益率皆明顯下滑。美林證券研究部門指出，線性滑軌有供過於求的現象，若後續需求仍疲軟，美林不排除線性滑軌將出現新一輪降價，給予上銀(2049)之目標價僅210元；然而，有國內法人抱持不同看法，其認為上銀(2049)營運將於Q1觸底後回穩，預估全年EPS仍可達16.54元。今(28)日上銀(2049)修正2.44%，終場以260元作收。<BR> 現階段加權指數於技術面上，月均線仍呈翻揚向上態勢，估計下檔有支撐力道。但從今(28)日量能觀察，僅有886億元，資金態度轉為保守，短線急漲之個股，須留意是否為大量當沖客介入，追高須留意風險。焦點事件方面，3月底前全數上市櫃公司2018年報將出爐，股利政策也陸續公告中，值得留意。<BR> 1.熱門股:晶彩科(3535)、裕隆(2201)、國建(2501)、嘉泥(1103)、聯合再生(3576)<BR> 2.強勢股:中華(2204)、嘉裕(1417)、大綜(3147)、晶彩科(3535)、新普(6121)<BR> 3.弱勢股:達能(3686)、誠美材(4960)、泰藝(8289)、明基材(8215)、久正(6167)<BR> 三大法人合計：-10.75億元<BR> 外資：1.29億元<BR> 投信：-3.68億元<BR> 1.中華車減資六成 股價攻漲停集團股同樂<BR> 2.「少發現金股息」顧立雄電話被打爆 網友挺他：忠言逆耳<BR> 3.法說暖身 統一去年獲利助攻<BR> 4.法人盤點13檔淡季不淡 旺季更旺股<BR> 5.環球晶：Q1不會讓股東失望 下半年將更好<BR> 6.美林喊買穩懋 目標價升至235元<BR> 7.微星今法說 法人關注三焦點<BR> 8.華映、綠能面臨下市 顧立雄：大同會確保本身存續<BR> 以上內容由Yahoo!奇摩股市 與 CMoney理財寶 聯合提供",https://tw.stock.yahoo.com/news/【y晚報】台股量縮小跌-權值股無力撐盤-072054890.html
57851,1554081162735_N01,news,yahoo股市,最新財經新聞,2019-04-01 08:45:00,【國票金控晨訊】雖近日指數表現強勢 賣壓仍不容小覷,中央社 中央社,日期：2019年 4月 1日<BR>※盤勢分析<BR>雖然上週有美國去年第四季國內生產毛額遭下修、國際光源製造大廠歐斯朗(OSRDE)下修今年營運預估等負面預期，不過在中、美新一輪貿易談判重啟等正面消息帶動下，上週五亞洲主要股市因而全面收紅。在台股加權指數的部份，指數收盤上漲104點，漲幅0.99%，收10641點。成交金額部份呈現量增且站上20日均量，成交金額達1237億元。上市29大類股中其他電子、油電燃氣、貿易百貨、觀光、半導體股等類股為盤面上的5大強勢類股。其中，其他電子類股在鴻海的領軍，油電燃氣類股在油價持續高檔的題材發酵下，貿易百貨類股在量販與零售通路股的表現，觀光類股在晶華與王品的上漲表現，半導體類股在IC設計股上漲帶動，上述類股為五大強勢類股。籌碼方面，昨日內、外資動向一致同步減持台股，外資連2日增持台股，單日買超65.27億元，投信連反手增持台股，單日買超2.01億元，自營商自行買賣部份反手增持台股，單日買超1.01億元。另外，外資台指期貨未平倉淨部位部份昨日多單減碼3055口，持淨多單57486口。<BR>※操作建議<BR>台股加權指數上週五表現強勢，多方在盤中開啟攻勢，量能的部份也在連4日退守20日均量後再度增溫，指數向上收復5日線，5日線亦因而上揚，另多方封閉3/25的空方缺口，日K線收紅，指數指標6日、12日RSI，及9日KD的K值亦再度上揚，短線就技術面而言表現正面。不過，共機與我在海峽中線對峙的消息恐影響市場信心，另多方向上推進的過程中，接下來要遭遇近期一年期間的整理區間，在這個整理區間累計相對沉重的賣壓，後續消化賣壓仍需量能柴火的增溫，及充裕的時間。因此，雖近日指數表現強勢，不過賣壓仍不容小覷，操作上逢反彈上攻動能趨緩宜持股調節，指數拉回中期或長期均線止穩時，可伺機擇具基本面之個股短多因應。,https://tw.stock.yahoo.com/news/國票金控晨訊-雖近日指數表現強勢-賣壓仍不容小覷-004554799.html
63528,1554943081597_N01,news,yahoo股市,重大要聞,2019-04-11 08:15:00,台股盤前─軋空行情看回不回 惟留心乖離過大後的雙賣壓,鉅亨網 鉅亨網記者王莞甯 台北,台股加權指數昨 (10) 日狹幅震盪，尾盤黑翻紅，終場上漲 16.54 點，收在 10868.14 點，繼續改寫本波段行情新高，量能則縮至 1284 億元，由於美股昨止跌反彈，而台股軋空行情目前並未見明顯的反轉壓力，惟需留意，短線乖離過大後，獲利了結賣壓和去年 10 月股災區的解套賣壓陸續湧現，所幸，現階段仍處在健康換手型態。<BR> 三大法人昨合計買超 32.71 億元，不過買盤主要來自自營商，買超達 38.27 億元，而外資小賣超 1.97 億元、投信則賣超 3.6 億元。<BR> 在台指期淨部位方面，三大法人淨多單減少 2664 口至 32491 口，其中外資多單減碼且空單加碼，淨多單減少 3012 口至 64114 口；而十大交易人中的特定法人全月份台指期淨多單減少 812 口至 24771 口。<BR> 美股四大指數方面，費城半導體指數上揚 12.64 點或 0.86%，收 1477.16 點；那斯達克指數上揚 54.97 點或 0.69%，收 7964.24 點；標普 500 指數上揚 10.01 點或 0.35%，收 2888.21 點；而道瓊指數上揚 6.58 點或 0.03%，收 26157.16 點。<BR> 上市櫃公司 3 月營收全數出爐，總計達 2.8 兆元，是歷來最旺的 3 月，月增 29.3%，年增 0.7%，優於預期；第一季總營收為 7.95 兆元，年增 0.7%，創歷年同期新高。<BR> 寶佳集團再度出招，昨日向永豐金和台新金提案修改章程增加公司董事席次，由於永豐金董監事即將在明年全面改選，寶佳此舉被視為避免永豐金改選前縮減席次、拉高當選門檻的預防措施。<BR> 台積電公布 3 月營收達 797.22 億元，月增 30.9%，年減 23.1%，第一季營收為 2187.04 億元，季減 24.5%，年減 11.8%，略優法說預期，而台積電將於下周四召開法說會，法人聚焦其第一季獲利、本季展望、先進製程進展、資本支出，以及對半導體庫存調整等看法。<BR> 15 家上市櫃金控公司第一季獲利報佳音，稅後盈餘 865.98 億元，優於市場預期，國泰金以 133.3 億元拿下獲利王，其次是富邦金 124.5 億元，第三名中信金 110.74 億元。<BR> 鴻海 3 月營收 3766.05 億元，月增 41.8%，年增 7.9%，第一季營收 1 兆 563.32 億元，均為歷年同期新高，法人認為主要是因非蘋訂單出貨以及網通類產品出貨暢旺的帶動。<BR> 整體來看，台股處在驚驚漲的整理狀態，不少過去較冷門的小型股陸續接棒輪動，法人認為，在全球央行對於貨幣寬鬆的態度下，資金行情看回不回，只要守穩上周一的低點 10627 點左右，短線暫無轉弱疑慮，軋空行情仍可望持續。,https://tw.stock.yahoo.com/news/台股盤前-軋空行情看回不回-惟留心乖離過大後的雙賣壓-001510718.html
64520,1555073138707_N01,news,yahoo股市,重大要聞,2019-04-12 11:41:00,台股盤中—僅鴻海撐盤難敵賣壓出籠 面臨10800點保衛戰,鉅亨網 鉅亨網記者林薏茹 台北,台股今 (12) 日早盤在股王大立光與鴻海同步走揚下，以紅盤開出，惟開盤不久大立光便由紅翻黑，大盤受賣壓出籠影響下殺，雖然富邦金與國泰金等金融權值股力守平盤，但台塑四寶表現疲弱，指數開高震盪走低，甚至下探 10788 點，面臨 10800 點保衛戰，預估今日成交量將量縮至 1200 億元。<BR> 台股今日開盤上漲 12.17 點，以 10820.94 點開出，盤中最高點 10836.44 點，最低為 10788.01 點；櫃買市場今日則以 141.99 點開出後，早盤一度走高至 142.32 點，隨後震盪走低、由紅翻黑，最低來到 141.27 點。<BR> 電子三雄方面，台積電維持平盤上下震盪走勢，盤中小跌 0.2%，來到 251.5 元，跌破 5 日線。鴻海維持昨日強勁走勢，同樣為三雄中表現最強勢，早盤跳空開高，盤中漲幅約 2.74%，來到 86.1 元，創近 10 個月新高價；股王大立光以紅盤開出後，不久便由紅翻黑，且跌幅持續擴大，盤中跌幅約 2.35%，來到 4580 元，繼昨日失守 5 日線後，今再跌破 10 日線與月線。<BR> 5G 概念股持續成為盤面焦點，散熱族群今日表現相對強勁，由奇鋐大漲逾 8% 領軍族群走強，泰碩漲幅逾 7%，雙鴻、超眾漲幅逾 3%，健策也有超過 1.5% 的漲幅。<BR> 除散熱族群外，PCB 族群也同為亮點，新華早盤強攻漲停，華通上漲逾 3.5%，霖宏、嘉聯益、瀚宇博漲幅逾 2%，台光電、金像電也力守平盤之上。<BR> 國泰證期分析師蔡明翰指出，由於台股目前位階相對偏高，近期賣壓明顯出籠，加上今日亞股沒有明顯表現，大盤維持 5 日線附近震盪整理格局，短線來看，因有位階偏高的疑慮，即使大盤未出現大幅賣壓，要上攻仍有一定難度。<BR> 不過，蔡明翰認為，美股科技類股仍維持強勢格局，在科技類股續強下，台股下檔應有明顯支撐，待美中貿易戰若釋出正向訊息，指數應有再次轉強機會。,https://tw.stock.yahoo.com/news/台股盤中-僅鴻海撐盤難敵賣壓出籠-面臨10800點保衛戰-034105385.html
64661,1555073154757_N01,news,yahoo股市,重大要聞,2019-04-12 15:39:00,台股盤後—賣壓出籠指數走疲 驚險守住10800點 周線翻紅,鉅亨網 鉅亨網記者林薏茹 台北,台股今 (12) 日早盤在股王大立光與鴻海同步走揚下，以紅盤開出，惟開盤不久大立光便由紅翻黑，大盤受賣壓出籠影響下殺，金融權值股僅富邦金力守平盤，傳產權值股雖有台塑化、中華電與統一維持盤上，仍無力撐盤，指數開高震盪走低，惟午盤後跌幅逐漸收斂，終場小跌 3.47 點、以 10805.3 點作收，成功守住 10800 點關卡，成交量 1193.19 億元，周線成功翻紅。<BR> 台股今日上市類股中，僅其電、其他、食品、油燃、網通、電纜、運輸、鋼鐵、電設、電子指數收紅，其餘指數均收黑，表現最強勢的為漲幅 1.95% 的其電指數，表現最弱勢的則為跌幅約 5% 的玻璃指數。<BR> 櫃買市場今日開高走低，盤中由紅翻黑，終場下跌 1.12 點，以 140.78 點作收，成交量約 348.8 億元。上櫃指數部分，除遊戲、化工、鋼鐵、營建指數收紅外，其餘指數均收黑，表現最強勢的為漲幅逾 0.8% 的遊戲指數，跌幅最重的則為下跌 1.78% 的半導體族群。<BR> 電子三雄方面，台積電今日在平盤上下震盪，終場拉回平盤，以 252 元作收，失守 5 日線。鴻海維持昨日強勁走勢，同樣為三雄中表現最強勢，早盤跳空開高後走高，終場上漲 3.22%，來到 86.5 元，創近 10 個月新高價；股王大立光以紅盤開出後，不久便由紅翻黑，且跌幅持續擴大，終場下跌 1.92%，以 4600 點作收，繼昨日失守 5 日線後，今再跌破 10 日線與月線。<BR> 5G 概念股持續成為盤面焦點，散熱族群今日表現相對強勁，由奇鋐大漲逾 8% 領軍族群走強，泰碩漲幅 7.8%，超眾漲幅逾 1.4%。<BR> 除散熱族群外，PCB 族群也同為亮點，凱崴、新華以漲停作收，瀚宇博漲幅逾 4%，霖宏上漲逾 3.8%，華通漲幅逾 2%，嘉聯益、楠梓電、欣興漲幅逾 1%。<BR> 國泰證期分析師蔡明翰指出，由於台股目前位階相對偏高，近期賣壓明顯出籠，加上今日亞股沒有明顯表現，大盤維持 5 日線附近震盪整理格局，短線來看，因有位階偏高的疑慮，即使大盤未出現大幅賣壓，要上攻仍有一定難度，但在美股科技類股續強下，台股下檔應有明顯支撐。,https://tw.stock.yahoo.com/news/台股盤後-賣壓出籠指數走疲-驚險守住10800點-周線翻紅-073959222.html
69520,1555982629919_N01,news,yahoo股市,最新財經新聞,2019-04-23 08:51:00,【國票金控晨訊】留意短均是否失守,中央社 中央社,日期：2019年 4月23日<BR>※盤勢分析<BR>台股週一在台積電帶領下順勢向萬一挑戰，但面臨長線套牢起跌區，買盤謹慎，盤中再受陸股轉弱，鴻海、大立光擴大跌幅影響下，漲幅收斂，終場上漲19點，以10987點作收，成交值縮減至1120億元。<BR>上市29大類股漲多跌少，當中以電器電纜、航運、玻璃陶瓷、貿易百貨、電機機械等類股表現最佳。籌碼面，三大法人合計賣超17.14億元，其中外資賣超9.46億元。期貨部分，外資減碼3159口，持淨有淨多單部位降至60734口。<BR>※操作建議<BR>週一台股呈現5日線上的狹幅震盪，期間再扣萬一未果，日線收出黑體十字，並為連續第三根黑K。考量高檔出現3黑K，K線震幅持續縮減，量能亦逐日縮減，短多攻勢明顯遭遇阻礙，若無法儘速化解此上檔壓力，一旦失守短均的話，恐致盤勢回檔疑慮增加。<BR>今年以來台股以相當鈄俏的角度一路向上，在資金面偏多與國際股市表現正面的推動，期間連續收復各均線，且當中未有回檔修正，也讓週KD連續10週呈現高檔鈍化，漲勢可說相當強勢。現階段而言，在市場氛圍仍屬樂觀與國際股市的拉動下，台股多方雖仍有可為。但就今年低點9319點以來迄今上漲已逾1700點，其波段漲幅已大，當指數連續走升來到去年長達一年的高檔套牢區間時，多方疲態似有逐漸顯現。就當時日均量穩健落在約1400億元，相對於近期台股20日均量甫增至1300億元的現況而言，尚不足造成有效換手，進而化解高檔的解套賣壓。隨著近3日指數萬一附近踱步，讓9日K值修正，9週K值逼近9週D值且正開口逐漸收斂，短線上多方上攻空間可能因而受壓抑，所幸中期均線上揚，可為後續下方支撐。整體而言，操作上遇壓宜進行持股調節，指數拉回中期或長期均線止穩時，可伺機擇具基本面之個股短多因應。,https://tw.stock.yahoo.com/news/國票金控晨訊-留意短均是否失守-005117489.html
71858,1556248738583_N01,news,yahoo股市,重大要聞,2019-04-26 10:28:00,台股盤中─隨國際盤走弱 開盤摜破「萬一」關卡 大跌百點,鉅亨網 鉅亨網記者王莞甯 台北,受到美股轉弱的影響，亞股今 (26) 日普遍見到賣壓，台股加權指數以下跌 53.33 點開出、並直接摜破「萬一」關卡後，隨後大跌百點，最低來到 10932.95 點，預估成交值逾 1100 億元，其中，多數大型權值股均走弱是主要壓力來源，不過，法人認為，盤中跌點未持續擴大，行情回檔不是壞事，必須先消化一波賣壓才有利接下來行情續攻。<BR> 穩懋公布第一季每股純益 (EPS)0.41 元，獲利季減 77%、年減 79%，衝擊今日股價跌幅超過 6%，衝擊相關族群，全新跌逾 3.5%，宏捷科跌逾 2.5%，聯亞、環宇 - KY 跌 2% 上下。<BR> 不過，穩懋表示，第一季獲利狀況符合公司預期，預料本季起將快速回溫，主要是因原先認為 5G 今年是初期階段，但近期已看到許多 5G 基礎建設快速布建，對後市展望充滿樂觀，因此，雖股價開低，仍可見到買盤進場逢低承接。<BR> 而日前吸引主力進場布局的網路接取設備相關業者，也明顯見到獲利了結賣壓，合勤控、凱碩和榮群均跌逾 4%。<BR> 被動元件族群同樣見到相對大的壓力，華新科跌逾 2%，禾伸堂、蜜望實和國巨均跌 1%。<BR> 從權值股來看，以友達、台積電和研華跌逾 2.5% 較多，台新金、台達電、可成、廣達、大立光和華碩等跌逾 1%；聯發科、台塑化、日月光投控、中租 - KY、和泰車、群創、台灣高鐵，以及多家大型金控如華南金、合庫金、中信金和第一金等均遭壓在盤下，使大盤有壓。<BR> 不過，部分權值股穩在盤上，包括玉山金、台化、正新、台灣大、永豐金、兆豐金，以及鴻海、南亞科等，持續維繫多頭人氣。<BR> 元大投顧表示，過去幾個交易日來，常常可看到加權指數在最後一盤有大單拉升的狀況，主要是外資持續買進特定權值股，5 月底川習會前，指數可望維持高檔震盪的態勢。<BR> 不過，元大投顧也提醒，隨著指數位階已高，建議投資人在操作上應時時檢視投資組合是否有轉弱個股，特別是出現高檔套牢量或 10 日均線下彎的個股。<BR> 從技術面來看，加權指數在 4 月 18 日衝上 11077 點後遇壓至今，指數在 11000 點關卡附近多空強烈拉鋸，目前指數和 10 日、月線的乖離正逐步收斂，短線盤整格局不變。,https://tw.stock.yahoo.com/news/台股盤中-隨國際盤走弱-開盤摜破-萬-關卡-022815096.html
