,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
161476,1567404772756_N01,news,yahoo股市,最新財經新聞,2019-09-02 13:45:00,【台北股市】漲16.80點,中央社 中央社,（中央社台北2019年9月2日電）台北股市今天開低走高，收盤漲16.80點，為10634.85點，漲幅0.16%，成交金額新台幣1048.33億元。<BR>加權指數開盤為10613.19點，盤中最高10634.85點，最低10589.42點；不含金融股指數8952.18點，漲16.67點。<BR>八大類股漲跌幅：泥窯股漲0.35%、食品股漲0.39%、塑化股漲0.04%、紡織股漲0.52%、機電股漲0.22%、造紙股漲0.64%、營建股漲0.35%、金融股跌0.01%。<BR>委買張數1152萬9174張，委賣張數739萬218張，成交張數430萬7686張。<BR>收盤時上漲607家，下跌230家，持平98家。<BR>成交量前5名個股為元大滬深300正2、旺宏、元大S&P原油正2、新光金、群創。<BR>漲幅前5名個股為新日興、智寶、康控-KY、誠研、波力-KY。<BR>跌幅前5名個股為華頓S&P布蘭特正二、晨訊科-DR、元大S&P原油正2、慶豐富、世芯-KY。,https://tw.stock.yahoo.com/news/台北股市-漲16-80點-054515534.html
163816,1567643260585_N01,news,yahoo股市,重大要聞,2019-09-05 08:05:00,【國票金控晨訊】美股續漲 台股今可望挑戰季線壓力,中央社 中央社,日期：2019年 9月 5日<BR>※盤勢分析<BR>美股續漲，台股今可望挑戰季線壓力<BR>昨日台股不畏美股收跌，早盤直接以上漲開出，隨即在前日領跌的半導體、汽車等類股轉強向上帶動，加上金融、傳產類股同步助攻，推升指數上漲，隨著中午過後買盤更趨積極，帶動台股終場上漲 99 點，收 10657 點，續創反彈波段新高，成交量方面則是較前日略增至 1071 億元。29 大類股除了電器電纜、水泥與觀光呈現小跌之外，其餘都上漲，其中以玻陶、汽車上漲超過2%表現最為亮眼，此外，前日下跌的半導體、貿易百貨及其他電子、建材、塑膠、電子、光電、電腦周邊等 8 個族群則上漲超過 1%，表現亦較大盤強勢。<BR>籌碼方面，三大法人於 9/4 合計買超台股 80.3 億元，其中外資轉賣為買超53.7億元，另外，外資台指期貨未平倉淨部位部份昨日多單加碼 4403 口，持淨多單 51087 口。<BR>※操作建議<BR>雖近期國際盤表現震盪，但台股在內資與官股券商看好明年初的總統選舉行情買超相對積極，推升台股自 8 月初以來持續向上墊高，而昨日以一根紅 K 化解9/3 黑 K 可能續跌拉回測試月線的可能，由於昨日盤面上多數類股由以電子股扮演主攻的族群，因此判斷未來指數仍有進一步向上挑戰季線半年線可能。從技術面來看，指數近日持穩於 5 日線之上，表現極為強勢，目前下方月線扣抵10400 點持續翻揚向上，成為指數近期下檔支撐，而上方季線與半年線則亦扣抵與現今指數相同位階亦轉為向上，壓力逐步減輕，整體均線結構有轉佳而呈現逐步偏多。<BR>總結來看，雖技術面有轉佳翻多，且後續仍有續攻的契機，惟須留意美中貿易談判仍存在不確定性，加以量能尚未有效放大，恐有突破季線後拉回疑慮，因此建議投資人短線勿過度追價，待拉回短均支撐時，再精選 8 月營收表現績優相關個股偏多布局為宜。<BR>,https://tw.stock.yahoo.com/news/國票金控晨訊-美股續漲-台股今可望挑戰季線壓力-000556041.html
164133,1567654138228_N01,news,yahoo股市,最新財經新聞,2019-09-05 11:06:00,國內金融：統一漲升股利150報酬指數發行迄今報酬率2.5%，小資存股好標的,財訊快報 巫彩蓮,指數型投資大行其道，主管機關開放券商得以發行ETN商品，統一證(2855)所發行漲升股利150報酬指數ETN(020003)，自4月底掛牌迄今報酬超過2.5%，表現不遜於台灣50指數。<BR> 美中貿易戰反覆，盤勢震盪不易掌握，影響散戶投資信心，統一證建議，此時不妨撥出一小部分金額投資報酬穩健的商品，以統一漲升股利150報酬指數ETN，追蹤指數為包含台積電(2330)、中華電(2412)、中鋼(2002)等每年穩定配發股利的150檔成分股。<BR> 統一證表示，長線看多台股，多數投資會選擇投資台灣50 ETF金融商品，以投資門檻，指數成分股類似且投資「漲升股利」ETN一檔投資門檻只要不到一萬多元，管理費一樣是0.4%；而券商在拿到股息之後，會重新投入再買進成分股股票，以息滾利，長期下來報酬可維持在一定水準之上，且公開透明，沒有ETF的追蹤誤差，指數報酬多少，ETN報酬就多少。<BR> 統一證提醒投資人，ETN是追蹤指數的商品，挑選ETN唯一關鍵就是「選指數」，指數報酬好ETN報酬就會好，適合對特定族群有偏好，但金額不足配置所有成分股的投資人，或是想追求穩健報酬的長線小資存股族。,https://tw.stock.yahoo.com/news/國內金融-統-漲升股利150報酬指數發行迄今報酬率2-5-小資存股好標的-030652978.html
164201,1567657719955_N01,news,yahoo股市,最新財經新聞,2019-09-05 11:57:00,"陸股：中國釋放降準信號，上證綜指早盤大漲1.56%，站上3,000點關卡",財訊快報 劉敏夫,"週四中國股市早盤上揚，上證綜指連續第四個交易日上揚，並站上3,000點關卡，為兩個月來首見，因中國國務院常務會議週三釋放全面降準信號，週四又有中美同意10月初在華盛頓舉行經貿磋商的消息，提振了買盤人氣。<BR> 早盤收市時，上證綜合指數上揚46.03點或1.56%，報3,003.44點；滬深300指數則是上漲62.99點或1.62%，報3,948.99點。<BR> 上海B股揚升3.99點或1.50%，成為270.85點；深圳B股上升6.11點或0.65%，成為952.04點。<BR> 從類股方面來看，上證指數五大類股悉數上揚，其中商業類股上揚2.79%，漲勢最為犀利；其餘四檔類股表現分別為，綜合類股上漲1.90%、公共事業類股上漲1.28%、工業類股指數上揚1.27%、房地產類股指數則是上升0.28%。<BR> 滬深300指數成份股中，同花順上揚10.00%，漲幅居冠，藍思科技與中信建投證券漲幅分別為9.91%以及9.45%，表現也很亮眼。反觀，愛爾眼科、海天味業、海大集團股價表現最差，跌幅均超過1.00%。<BR> 中國商務部在網站發布公告指稱，9月5日上午，國務院副總理、中美全面經濟對話中方代表劉鶴應邀與美國貿易代表萊特希澤、財政部長姆努欽通話。中美雙方同意10月初在華盛頓舉行第十三輪中美經貿高級別磋商，此前雙方將保持密切溝通。<BR> 此外，中國國務院會議要求落實降低實際利率水準措施，及時運用普遍降準和定向降準等工具，加大支持實體經濟。會議指出當前外部環境更趨複雜嚴峻，國內經濟下滑壓力增加。<BR> 中國金融觀察指稱，中國國常會重提普遍降準，貨幣政策將協助支撐經濟。<BR> 國開證券分析師孫征表示，A股表現比較正面，利率改革之後市場有降準預期，國常會比預想的更寬鬆。但是這也不能算是多空分界線，後續怎麼做不引起槓桿率上升和金融泡沫是政策需要考量的問題。<BR> 群益證券分析師林靜華則是指出，中美貿易會談及國常會提降準，對A股都是利多因素。之前市場擔心中美貿易可能不談，只要願意談，就是利多。",https://tw.stock.yahoo.com/news/陸股-中國釋放降準信號-上證綜指早盤大漲1-56-站上3-035733612.html
164298,1567687960567_N01,news,yahoo股市,最新財經新聞,2019-09-05 14:04:00,【台股盤後】帶量漲近百點 突破季線站穩10700,中央社 中央社,（中央社記者吳家豪台北2019年9月5日電）台股今天帶量突破季線反壓，在PCB族群及電子權值股領軍下，大漲近百點，站穩10700點大關；投顧指出，台股週指標K值反彈、季線及半年線走升，中期格局持穩。<BR>受港府撤回逃犯條例、美股上漲激勵，台股今天跳空開高，接連突破季線約10668點和10700點整數關卡，盤中最高來到10766.6點、上漲超過109點；加權指數終場收在10756.93點，上漲99.62點，漲幅0.93%，成交值放大到新台幣1537.39億元。電子股漲1.21%，金融股漲0.74%。<BR>PCB（印刷電路板）族群的華通 (2313) 、燿華 (2367) 攻上漲停直到終場，成交張數爆出13.01萬張、12.41萬張，收在36.6元、35.5元；欣興 (3037) 大漲8.24%，收在44.65元，成交量高達13.77萬張。<BR>蘋概股三大指標之一的台積電 (2330) 今天股價跳空開高，漲幅一路擴大，終場收在263元，上漲2.14%；股王大立光 (3008) 上漲1.26%，收在4030元；鴻海 (2317) 小漲0.81%，收74.9元，持續邁向填息之路。<BR>金融股普遍收高，國泰金 (2882) 漲1.38%，收40.5元；富邦金 (2881) 漲1.15%，收43.95元；兆豐金 (2886) 漲0.35%，收28.55元。<BR>富邦投顧表示，台股週指標K值反彈、季線及半年線走升，中期格局持穩；操作上可聚焦具業績題材、技術線型偏多、法人加碼股，應減碼線型弱勢股。（編輯：鄭雪文）,https://tw.stock.yahoo.com/news/台股盤後-帶量漲近百點-突破季線站穩10700-060404376.html
164327,1567702282181_N01,news,yahoo股市,重大要聞,2019-09-05 14:48:00,台股盤後—價量齊揚大漲近百點 站回10700點並收復季、半年線,鉅亨網 鉅亨網記者林薏茹 台北,美中敲定 10 月初進行協商，激勵亞股大漲，台股今 (5) 日跳空開高，由電子三雄領軍強漲，帶領權值股上揚，台塑四寶走出先前頹勢，反彈強攻，富邦金、國泰金等金融權值股也跟進表態，指數終場大漲 99.62 點，收 10756.93 點，站穩季線與半年線之上，成交量達 1537.4 億元。<BR> 台股今日上市類股中，僅運輸、電纜、紡織、生醫、資服、觀光、玻璃指數收黑，其餘指數均收紅，其中半導體族群表現最強勢、漲幅 1.79%，其次為漲幅 1.68% 的電子零組件族群，表現最弱勢的則是玻璃指數、下跌 1.12％。<BR> 櫃買市場今日早盤攻高後，盤中一路走低，午盤翻黑隨後拉回盤上，終場上漲 0.13 點，以 140.8 點作收，成交量約 421.1 億元。上櫃指數部分，僅機械、生醫、鋼鐵、電通、營建、光電、資服、文創、遊戲指數收黑，其餘指數均收紅，電子零組件族群表現同樣強勢、上漲 1%，其次為漲幅 0.97% 的電子設備族群。<BR> 電子三雄方面，台積電今日跳空開高，終場上漲 2.14%，收在 263 元，站穩 5 日線之上；股王大立光上漲 1.26%，以 4030 元作收；鴻海上漲 0.81%，收在 74.9 元，觸及年線。<BR> PCB 族群今日續強，華通爆 13 萬張大量、強攻漲停價 36.6 元，為近 15 個月新高；燿華則同樣爆量達 12 萬張，站上漲停價 35.5 元，創逾 11 年來新高價；欣興強漲逾 8%，高技大漲超過 7%，台光電、育富、先豐、聯茂漲幅均逾 2％，瀚宇博、楠梓電、精成科、嘉聯益表現也都不俗。<BR> 記憶體族群今日由南亞科領軍走揚，強漲逾 5%，華邦電、威剛、宇瞻也都站穩盤上。台塑四寶歷經先前的疲弱走勢後，展開強彈，台化大漲逾 2%，南亞、台塑也上漲超過 1％，台塑化同樣收紅。<BR> 法人認為，台股今日因美中傳出將協商的消息大漲，不過，短線走勢仍得觀望外資動向，並留意 8 月營收表現佳的個股。,https://tw.stock.yahoo.com/news/台股盤後-價量齊揚大漲近百點-站回10700點並收復季-半年線-064805056.html
164345,1567701374906_N01,news,yahoo股市,重大要聞,2019-09-05 16:18:00,台股擴量漲近百點，站上季線/半年線、收復10700關卡,Moneydj理財網,"MoneyDJ新聞 2019-09-05 16:18:17 記者 新聞中心 報導<BR> 香港政府宣布撤回逃犯條例修訂草案，加上美中兩國將於10月初重新展開新一輪貿易磋商等正向消息面激勵，帶動亞股早盤同步上漲，台股今(5)日也跟著開高走高，開盤即站上10,700點，終場上漲99.62點或0.93%，收在10,756.93點，一舉收復季線、半年線、10,700點三道關卡，成交值則放大至1,537.39億元。 <BR> 美股四大指數上日全面上漲，加上美中證實將在10月初重啟新一輪貿易協商，今日亞洲股市普遍走揚，日經225指數終場大漲逾2%，韓股、陸股也全面上漲，但港股因期貨自動交易系統出包，暫停衍生品市場交易，使港股盤中翻黑、尾盤跌幅見收斂。 <BR> 早盤在國際市場氣氛轉趨樂觀帶動下，台股今日跳空開高61.09點、站上10,700點後，指數持續走高，盤中漲幅超過百點，電子三雄台積電、大立光、鴻海今強勢領漲，漲幅分別達到2.14%、1.26%、0.81%；美股費半指數上日強漲2.79%激勵下，台股半導體族群今表現強勁，矽創大漲逾6%、南亞科上漲逾5%，聯詠、華邦電漲幅都超過1%；PCB族群也表現亮眼，華通、燿華均亮燈漲停。 <BR> 除了電子股表現強勁，金融類股亦發揮助攻之力，元大金大漲2.5%，開發金、富邦金、國泰金、台新金等漲幅均超過1%；傳產類股中也有塑化股領頭上攻，台化大漲2.17%，聯成、台塑、南亞、華夏漲幅都超過1%，不過，玻璃陶瓷、觀光、紡纖、航運則逆勢收黑。但在多數類股齊漲帶動下，加權指數終場大漲99.62點，收在10,756.93點，一舉收復季線、半年線、10,700點三道關卡。 <BR> 三大法人今日同步買超台股，總計買超234.46億元，其中，外資及陸資買超189.49億元，自營商買超31.64億元，投信買超13.33億元。<BR> 資料來源-MoneyDJ理財網",https://tw.stock.yahoo.com/news/台股擴量漲近百點-站上季線-半年線-收復10700關卡-081800761.html
164377,1567700557760_N01,news,yahoo股市,重大要聞,2019-09-05 16:54:00,日盛投顧：台股收漲0.93%，後續上攻量能仍需維持逾1400億元,Moneydj理財網,1.美股四大指數收高，帶動周四亞股出現強勢反彈。加權指數開盤跳空高開，盤中個股輪動快速，量能持續擴大，最終收10756.93點，上漲99.62點，漲幅0.93%。<BR> 2.加權技術面與籌碼面：<BR>(1)均線：周四台股跳空收長紅K棒，強勢收上5日新高。<BR>(2)量能：盤中成交量擴增至1542.16億元，後續上攻仍需1400億元以上水準為佳。<BR>(3)技術指標：日KD指標短線黃金交叉、MACD柱狀體翻揚。<BR>(4)法人籌碼：三大法人合計+234.47億元；外資+189.49億元、投信+13.34億元、自營+31.64億元。<BR> 3.OTC指數開平後震盪走低，因強部分勢中小型電子回檔帶動，盤中一度翻黑，收盤微幅上漲0.09%。目前上檔壓力為142點，下方支撐則季線138.7點。<BR> PCB、記憶體表現亮眼<BR> 1.蘋概股：蘋果10日將舉行秋季新品發表會，加上美股強彈，2330台積電再度跳空上漲，股王3008大立光攻克4000元大關。<BR> 2.PCB：受惠電子產業進入旺季，加上蘋果新品上市，PCB相關公司營收後續動能佳，2313華通、3037欣興、2367燿華集體爆量收高，是盤面上最強族群。<BR> 3.記憶體：DRAM價格跌勢趨緩，配合法人轉賣為買，2408南亞科、2344華邦電持續上漲；記憶體設計廠8299群聯股價量出站上季線、模組廠3260威剛轉強、利基型DRAM 5351鈺創尾盤收高。<BR> 4.金融股：國際局勢略為緩和，台股成交量放大，2885元大金帶量轉強；2881富邦金、2882國泰金、2883開發金爆量收高。<BR> 5.操作建議：近期國際股市波動劇烈，台股帶量上攻，形成短多格局，惟個股輪動快速，須慎防追高風險。布局朝5G相關的PCB、散熱、網通，與新品即將上市題材的蘋概股。<BR> 資料來源-MoneyDJ理財網,https://tw.stock.yahoo.com/news/日盛投顧-台股收漲0-93-後續上攻量能仍需維持逾1400億元-085400784.html
164703,1567731130983_N01,news,yahoo股市,最新財經新聞,2019-09-06 08:30:00,《熱門族群》15檔價量齊揚，外資搶補,時報資訊,台股5日出現帶量連二日大漲百點的多頭行情，統計上市股，計有南亞科 （2408） 、亞德客-KY （1590） 及長榮航 （2618） 等15檔股價大漲1％以上、日成交量增逾4成，呈現價量齊揚走勢，且獲得外資買超股。<BR> 國票投顧指出，香港、英國等地緣風險緩解提振風險偏好，全球股市上揚，另脫歐延遲法案通過、提前大選遭駁回，但後續能否延後脫歐還得由歐盟同意，同時，中國國務院強化維穩措施，有助支持中國股匯短線續多。<BR> 在國際金融情勢好轉、市場風險降溫下，外資5日一口氣回補上市股票189億元，買超股分散在PCB、DRAM、被動元件、工具機及金控股等重量級指標股，不只外資買盤回頭，投信、自營商及市場主力大戶同步歸隊。<BR> 據統計，華通、欣興、南亞科、台郡、亞德客-KY、長榮航、台積電、上銀、力成、南電、國巨、國泰金、統一、富邦金及玉晶光等15檔個股，5日股價全數大漲1％以上，其中華通收漲停，同時，成交量均較前一日激增4成以上，其中不乏躍增1∼2倍以上，台郡更翻了4.86倍的量能。<BR> 國票投顧表示，台指期自8月28日站回5日均線以來，尚未有交易日於收盤跌破，顯示5日均線為下方重要支撐，在加上盤勢主控權重新由多方奪回的情況下，因此，建議投資人可樂觀看待行情。（新聞來源：工商時報─呂淑美╱台北報導）,https://tw.stock.yahoo.com/news/熱門族群-15檔價量齊揚-外資搶補-003003151.html
166149,1567990447612_N01,news,yahoo股市,最新財經新聞,2019-09-09 08:35:00,【國票金控晨訊】續漲空間恐有限 留意追價風險,中央社 中央社,日期：2019年 9月 9日<BR>※盤勢分析<BR>美國和中國將於10月舉行高級別貿易磋商，消息激勵美股四大指數上週四再度收漲，帶動台股上週五開高一度突破10800點，惟近日急彈漲多，因而追漲意願欠缺，高檔調節相對增強，大立光等部份權值股漲幅開高拉回，以致大盤漲幅受到壓抑，終場上漲23點或0.22%，以10780點作收，成交值為1313億元。台股週線上漲162點或1.53%。29大類股漲跌互見，當中以水泥、貿易百貨及橡膠類股表現較佳，反觀資訊服務、生技醫療及觀光類股走勢相對疲弱。籌碼方面，三大法人買超80.84億元，其中外資買超92.63億元。期貨部分，外資加碼多單2756口，目前持有淨多單回升至52750口。<BR>※操作建議<BR>台股上週震盪走高，指數一度拉回5日均線後連日強彈，輕鬆越過季線及半年線，並且創下波段新高，在短多續掌優勢下，指數依然存在上漲機會，惟現處位階已高，加上7月下旬10994點前高附近，預期高檔調節壓力不輕，連帶將壓抑漲升空間。觀察台股在8/26以長黑回測年線後，近兩週來連日彈升，不僅沿著5日均線突破季線及半年線，而且其間以同位跳空方式分別回補了8/26及8/2的空方缺口，顯然短多表現甚為氣勢。然而，隨著指數的走高，目前已重返8月起跌前的高檔位置，考量在6月中下旬至7月之間，大盤曾於10800點上下百點間整理了長達近6週期間，因此指數再度來到此處時，理所當然會存在著相當程度的調節壓力。此外，上方11000點亦被視為重要的心理關卡，一旦指數越接近該位置，追價意願勢必會受到影響，連帶市場氛圍亦將更趨於謹慎。由此可知，儘管台股尚未出現明顯轉弱的跡象，但現階段指數續漲向上的空間恐已相當有限，加上近日美中貿易相關訊息紛擾，對盤勢影響甚大，稍有變動便會導致多空快速易位，因此短線上對於盤勢應抱持高檔戒慎的心態，操作上建議逢高調整持股，同時留意追價風險為宜。,https://tw.stock.yahoo.com/news/國票金控晨訊-續漲空間恐有限-留意追價風險-003518675.html
166510,1568007489678_N01,news,yahoo股市,最新財經新聞,2019-09-09 13:13:00,《類股》新光金領軍，金融股逆勢大漲撐盤,時報資訊,"準新科台灣50指數成分股新光金 （2888） ，今（9）日受到獲新納入台灣50指數成分股的利多消息激勵，再加上外資以實際行動敲進新光金，帶動股價開盤後一路攻堅，盤中最高來到9.86元，大漲5.57％，約11點時漲勢收斂，約在9.66元上漲3.43％。<BR> 在新光領軍帶動下，金融股呈現大漲格局，包括統一證、玉山金、國票金、中壽、上海商銀、群益證、元大金等均大漲1∼2％之間，也激勵金融類股指數逆勢大漲0.7％，指數約達1,286點，一早指數最高上1,290點，上漲逾0.9％，成為今日盤面領頭羊，支撐台股加權指數早盤力守紅盤的攻臣。（新聞來源：工商即時 呂淑美）",https://tw.stock.yahoo.com/news/類股-新光金領軍-金融股逆勢大漲撐盤-051354460.html
166840,1568017412872_N01,news,yahoo股市,最新財經新聞,2019-09-09 15:41:00,外資認錯強補16檔！新光金重返台灣50領軍金融股大漲,EBC東森財經新聞 東森財經新聞,證交所於(6)日公告與富時國際合編的台灣指數系列成分股審核結果，台灣50指數將剔除面板股友達，並由新光金(2888)遞補，預計將於9月20盤後生效。<BR> <BR>▼台灣50指數將剔除面板股友達，並由新光金(2888)遞補（圖╱取自友達光電）<BR> <BR>臺灣50指數是由英國富時指數有限公司（FTSE）協助台灣證券交易所設計和計算，是第一個專為台灣市場設計，適合作為衍生性商品和店頭市場商品交易標的之指數。<BR> <BR>台灣50指數是設計用以表彰台灣股票市場的績效，使用富時指數的公眾流通量（Free Float）方法計算，篩選出市值最大的五十支股票來作為指數的成分股，並由市場專業人士組成獨立的指數諮詢委員會來進行管理，在每年一、四、七和十月進行季度審核，成分股的變動係在審核當月第三個星期五後的下一個交易日執行。此外，對外公開之指數基本規則（GroundRules）詳細載明樣本納入和持續管理方法，因此台灣50指數是一透明度相當高的指數。<BR> <BR>近日外資也認錯回頭買超包括台灣50指數新科成分股新光金(2888)、台積電、群創等16檔個股，投資專家對此也一致看好，認為外資回補題材發酵，將會帶領台股高漲。<BR> <BR>今(9)日新光金(2888)更受納入台灣50指數成分股消息及外資買超的影響，在開盤後就一路上揚，開盤為9.39元，盤中最高來到9.86元，而收盤為9.78元，漲幅4.71%。<BR> <BR>▼新光金(2888)股票今(9)日大漲（圖╱取自維基百科）<BR> <BR>金融股也因新光金的關係順勢大漲，開盤指數為1277.98點，收盤來到1291.88點，漲幅1.09%。<BR> <BR>（封面圖╱取自東森新聞資料畫面）,https://tw.stock.yahoo.com/news/外資認錯強補16檔-新光金重返台灣50領軍金融股大漲-074100701.html
167353,1568075000022_N01,news,yahoo股市,最新財經新聞,2019-09-10 07:50:00,《台北股市》金融股逆漲，新光金領軍攻10800點,時報資訊,"準新科台灣50指數成分股新光金 （2888） ，9日受到納入成分股的利多消息激勵，外資等三大法人以實際行動敲進買超3萬張持股，帶動股價收盤大漲4.71％，上市金融股股王上海商銀 （5876） 近期重展攻勢，收盤大漲3％，加上股價估值低、高殖利率、選舉題材等利多，激勵金融類股指數大漲，並助攻台股加權指數重新站上10,800點關卡。<BR> 群益投顧董事長蔡明彥指出，金融股具有高殖利率題材，成為被動式基金、長線買盤青睞的族群，尤其官股金控股具有一定穩定的獲利能力，以目前股價淨值比（PB）及本益比（PE）來看，均屬於相對合理價位，此外，距離明年初總統大選倒數4個多月，金融股向來扮演控盤指標，對市場也具有連想題材。<BR> 新光金近日扮演金融類股領頭羊，9日獲得外資買超近2萬張，加計內資則合計三大法人買超近3萬張，累計近4個交易日買超更達6.4萬張，帶動新光金股價盤中最高來到9.86元，大漲5.57％，終場收在9.78元上漲4.71％，成交量15.03萬張，創下去年10月12日來新大量。<BR> 在新光金與上海商銀領軍帶動下，金融股呈現大漲格局，上市櫃金融股包括統一證、元大金、玉山金、中壽、國票金、兆豐金、元大期、富邦金、群益證、永豐金、日盛金及華南金等均大漲1∼2％之間，也激勵上市金融股逆勢大漲1.09％，類股指數來到1,291.98點，成為9日盤面領頭羊，支撐台股加權指數力守紅盤的攻臣，收在10,801點上漲20點。<BR> 蔡明彥分析，受到各國央行採取寬鬆貨幣政策影響，公債殖利率持續下滑，有些國家公債殖利率甚至轉負，因而金融股相對具有吸引力，是長線資金及被動式基金青睞的族群，以國泰金及富邦金目前股價僅有40元的價位，相當值得投資，不過，對壽險股來說，IFRS上路對其財報衝擊為一負面因素。（新聞來源：工商時報─呂淑美╱台北報導）",https://tw.stock.yahoo.com/news/台北股市-金融股逆漲-新光金領軍攻10800點-235034332.html
167480,1568075972122_N01,news,yahoo股市,最新財經新聞,2019-09-10 08:16:00,《台北股市》晶技、上海商銀，挾業績走揚,時報資訊,"台股9日站上10,800點，內資資金明顯退燒，資金轉向外資概念股如石英元件大廠晶技 （3042） 、上海商銀 （5876） 等個股上，挾業績走揚，投資人可留意相關權證。<BR> 晶技為石英元件大廠，9日股價收在40.5元，上漲0.5元，漲幅達1.25％。晶技8月營收升至8.3億元，年增11.33％，月增10.37％，為8月營收雙增股，累計前八月營收為51.51億元，年減已經收斂至0.34％，即將與去年持平。因晶技8月營收走強，外資9日回補了1,159張，持股增至31.19％。<BR> 晶技今年3月來，營收即呈現逐月增溫，由於身兼蘋果及非蘋供應鏈，在蘋果、華為都將在9月發表年度旗艦機種，蘋果、非蘋同步拉貨，帶動8月營收走強。晶技自結累計前七月稅前盈餘3.25億元，年減4.5％，每股稅前盈餘1.05元。<BR> 晶技預期第三技營收將優於第二季，主要受惠智慧型手機、行動電腦、網通電信、物聯網、車用等石英元件ODM旺季效應以及中美智慧型手機及NB廠商客戶新產品上市備貨新訂單挹注。同時預期第四季網通電信、NB、物聯網、汽車等石英元件ODM客戶新訂單仍將持續穩定成長。整體而言，晶技下半年將優於上半年。<BR> 上海商銀9日股價收在54.9元，上漲1.6元，漲幅達3％，日K連四紅，股價站上所有均線，外資已連11日買超。上海商銀上半年累計稅後淨利破百億元至101.95億元，年增維持兩位數的15.22％，EPS 1.85元，全年可望再創新高紀錄，在同業續居領先地位，由於核心業務長期穩健成長並屢創新高，動能強勁，穩居金融股王。<BR> 上海商銀9月2日辦理完成現金增資，辦理現增主要還是要提升資本適足性，增進營運資金，因應未來金管會訂定的新計算方式，雖然尚有3年的緩衝期，上海商銀選擇提早因應。（新聞來源：工商時報─王淑以╱台北報導）",https://tw.stock.yahoo.com/news/台北股市-晶技-上海商銀-挾業績走揚-001622001.html
169205,1568173131017_N01,news,yahoo股市,最新財經新聞,2019-09-11 11:26:00,《日股》銀行、出口、蘋概股走強，日經指數早盤漲0.57%,時報資訊,"公債殖利率走高，帶動銀行股進一步上漲，以及日圓持續走軟，為出口股帶來提振，周三日經225指數早盤收漲0.57%，為21,514.14點。東證一部指數漲0.95%，為1572.83點。日本大型銀行股上漲，三菱日聯金融集團漲3.52%，三井住友金融集團漲2.76%，瑞穗金融集團漲1.46%。在蘋果推出新產品的題材帶動下，相關供應鏈股表現強勁，村田製作所早盤漲1.56%，阿爾卑斯電氣（Alps Alpine Co）漲2.95%，Minebea Mitsumi漲1.98%。",https://tw.stock.yahoo.com/news/日股-銀行-出口-蘋概股走強-日經指數早盤漲0-032609640.html
